ano;mes;NU_IDENTIFICADOR;nome_unidade;endereco;municipio;uf;IBGE;a1;a1ma;a1mb;a1mc;a1md;a1me;a1fa;a1fb;a1fc;a1fd;a1fe;b1;b2;b3;c1;c2;d1;IBGE7;populacao_total;porte_municipio
2017;1;11002096408;CREAS POP   Centro de ReferÃªncia Especializado de AssistÃªncia Social para a PopulaÃ Ã o em SituaÃ Ã o de Rua;GERALDO FERREIRA 135   AGENOR DE CARVALHO;PORTO VELHO;RO;110020;21.0;0.0;0.0;11.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;15.0;2.0;0.0;0.0;63.0;1100205;428527;4
2017;2;11002096408;CREAS POP   Centro de ReferÃªncia Especializado de AssistÃªncia Social para a PopulaÃ Ã o em SituaÃ Ã o de Rua;GERALDO FERREIRA 135   AGENOR DE CARVALHO;PORTO VELHO;RO;110020;25.0;0.0;0.0;15.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;10.0;11.0;3.0;0.0;0.0;43.0;1100205;428527;4
2017;3;11002096408;CREAS POP   Centro de ReferÃªncia Especializado de AssistÃªncia Social para a PopulaÃ Ã o em SituaÃ Ã o de Rua;GERALDO FERREIRA 135   AGENOR DE CARVALHO;PORTO VELHO;RO;110020;34.0;0.0;0.0;9.0;19.0;1.0;0.0;0.0;3.0;2.0;0.0;5.0;18.0;2.0;0.0;0.0;343.0;1100205;428527;4
2017;4;11002096408;CREAS POP   Centro de ReferÃªncia Especializado de AssistÃªncia Social para a PopulaÃ Ã o em SituaÃ Ã o de Rua;GERALDO FERREIRA 135   AGENOR DE CARVALHO;PORTO VELHO;RO;110020;17.0;0.0;0.0;11.0;2.0;1.0;0.0;0.0;1.0;2.0;0.0;5.0;4.0;3.0;0.0;0.0;118.0;1100205;428527;4
2017;5;11002096408;CREAS POP   Centro de ReferÃªncia Especializado de AssistÃªncia Social para a PopulaÃ Ã o em SituaÃ Ã o de Rua;GERALDO FERREIRA 135   AGENOR DE CARVALHO;PORTO VELHO;RO;110020;26.0;0.0;0.0;9.0;12.0;1.0;0.0;0.0;1.0;3.0;0.0;6.0;0.0;2.0;0.0;0.0;108.0;1100205;428527;4
2017;6;11002096408;CREAS POP   Centro de ReferÃªncia Especializado de AssistÃªncia Social para a PopulaÃ Ã o em SituaÃ Ã o de Rua;GERALDO FERREIRA 135   AGENOR DE CARVALHO;PORTO VELHO;RO;110020;26.0;0.0;0.0;8.0;13.0;3.0;0.0;0.0;2.0;0.0;0.0;5.0;19.0;3.0;0.0;0.0;109.0;1100205;428527;4
2017;7;11002096408;CREAS POP   Centro de ReferÃªncia Especializado de AssistÃªncia Social para a PopulaÃ Ã o em SituaÃ Ã o de Rua;GERALDO FERREIRA 135   AGENOR DE CARVALHO;PORTO VELHO;RO;110020;29.0;0.0;0.0;15.0;7.0;4.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;82.0;1100205;428527;4
2017;8;11002096408;CREAS POP   Centro de ReferÃªncia Especializado de AssistÃªncia Social para a PopulaÃ Ã o em SituaÃ Ã o de Rua;GERALDO FERREIRA 135   AGENOR DE CARVALHO;PORTO VELHO;RO;110020;22.0;0.0;0.0;15.0;2.0;0.0;0.0;0.0;2.0;3.0;0.0;9.0;13.0;5.0;0.0;0.0;108.0;1100205;428527;4
2017;9;11002096408;CREAS POP   Centro de ReferÃªncia Especializado de AssistÃªncia Social para a PopulaÃ Ã o em SituaÃ Ã o de Rua;GERALDO FERREIRA 135   AGENOR DE CARVALHO;PORTO VELHO;RO;110020;32.0;0.0;0.0;12.0;16.0;1.0;0.0;0.0;0.0;3.0;0.0;12.0;10.0;6.0;0.0;0.0;98.0;1100205;428527;4
2017;10;11002096408;CREAS POP   Centro de ReferÃªncia Especializado de AssistÃªncia Social para a PopulaÃ Ã o em SituaÃ Ã o de Rua;GERALDO FERREIRA 135   AGENOR DE CARVALHO;PORTO VELHO;RO;110020;28.0;0.0;0.0;11.0;13.0;0.0;0.0;0.0;1.0;2.0;1.0;14.0;13.0;5.0;0.0;0.0;112.0;1100205;428527;4
2017;11;11002096408;CREAS POP   Centro de ReferÃªncia Especializado de AssistÃªncia Social para a PopulaÃ Ã o em SituaÃ Ã o de Rua;GERALDO FERREIRA 135   AGENOR DE CARVALHO;PORTO VELHO;RO;110020;23.0;0.0;0.0;2.0;17.0;0.0;0.0;0.0;1.0;2.0;1.0;14.0;16.0;1.0;0.0;0.0;51.0;1100205;428527;4
2017;12;11002096408;CREAS POP   Centro de ReferÃªncia Especializado de AssistÃªncia Social para a PopulaÃ Ã o em SituaÃ Ã o de Rua;GERALDO FERREIRA 135   AGENOR DE CARVALHO;PORTO VELHO;RO;110020;10.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;5.0;1.0;0.0;0.0;40.0;1100205;428527;4
2017;1;12004097308;CENTRO POP CAPOEIRA;PONTA PORA 55   CAPOEIRA;RIO BRANCO;AC;120040;61.0;0.0;1.0;34.0;21.0;0.0;0.0;0.0;4.0;1.0;0.0;16.0;10.0;0.0;0.0;0.0;259.0;1200401;336038;4
2017;2;12004097308;CENTRO POP CAPOEIRA;PONTA PORA 55   CAPOEIRA;RIO BRANCO;AC;120040;71.0;0.0;0.0;41.0;22.0;3.0;1.0;1.0;2.0;1.0;0.0;9.0;6.0;0.0;0.0;0.0;310.0;1200401;336038;4
2017;3;12004097308;CENTRO POP CAPOEIRA;PONTA PORA 55   CAPOEIRA;RIO BRANCO;AC;120040;118.0;0.0;0.0;80.0;19.0;1.0;0.0;0.0;14.0;3.0;1.0;38.0;15.0;0.0;0.0;0.0;811.0;1200401;336038;4
2017;4;12004097308;CENTRO POP CAPOEIRA;PONTA PORA 55   CAPOEIRA;RIO BRANCO;AC;120040;62.0;0.0;0.0;18.0;25.0;6.0;0.0;0.0;10.0;2.0;1.0;12.0;9.0;0.0;22.0;1.0;145.0;1200401;336038;4
2017;5;12004097308;CENTRO POP CAPOEIRA;PONTA PORA 55   CAPOEIRA;RIO BRANCO;AC;120040;117.0;0.0;4.0;45.0;33.0;5.0;0.0;3.0;18.0;8.0;1.0;25.0;0.0;0.0;2.0;0.0;931.0;1200401;336038;4
2017;6;12004097308;CENTRO POP CAPOEIRA;PONTA PORA 55   CAPOEIRA;RIO BRANCO;AC;120040;130.0;0.0;1.0;81.0;23.0;1.0;0.0;0.0;20.0;4.0;0.0;25.0;0.0;0.0;0.0;0.0;951.0;1200401;336038;4
2017;7;12004097308;CENTRO POP CAPOEIRA;PONTA PORA 55   CAPOEIRA;RIO BRANCO;AC;120040;101.0;0.0;0.0;60.0;26.0;3.0;0.0;1.0;7.0;4.0;0.0;85.0;12.0;4.0;3.0;0.0;393.0;1200401;336038;4
2017;8;12004097308;CENTRO POP CAPOEIRA;PONTA PORA 55   CAPOEIRA;RIO BRANCO;AC;120040;145.0;0.0;0.0;112.0;27.0;1.0;0.0;0.0;2.0;3.0;0.0;125.0;7.0;10.0;4.0;0.0;371.0;1200401;336038;4
2017;9;12004097308;CENTRO POP CAPOEIRA;PONTA PORA 55   CAPOEIRA;RIO BRANCO;AC;120040;104.0;0.0;3.0;68.0;23.0;2.0;0.0;1.0;4.0;3.0;0.0;100.0;2.0;23.0;2.0;0.0;264.0;1200401;336038;4
2017;10;12004097308;CENTRO POP CAPOEIRA;PONTA PORA 55   CAPOEIRA;RIO BRANCO;AC;120040;110.0;0.0;1.0;77.0;20.0;3.0;0.0;1.0;4.0;4.0;0.0;90.0;2.0;14.0;2.0;0.0;378.0;1200401;336038;4
2017;11;12004097308;CENTRO POP CAPOEIRA;PONTA PORA 55   CAPOEIRA;RIO BRANCO;AC;120040;121.0;0.0;0.0;75.0;32.0;1.0;0.0;3.0;5.0;5.0;0.0;108.0;3.0;10.0;4.0;0.0;163.0;1200401;336038;4
2017;12;12004097308;CENTRO POP CAPOEIRA;PONTA PORA 55   CAPOEIRA;RIO BRANCO;AC;120040;105.0;0.0;0.0;69.0;25.0;1.0;0.0;1.0;6.0;3.0;0.0;100.0;2.0;14.0;11.0;0.0;302.0;1200401;336038;4
2017;1;13025098092;CENTRO POP;Ribeiro Junior 300   Centro;MANACAPURU;AM;130250;15.0;0.0;0.0;1.0;9.0;1.0;0.0;0.0;2.0;2.0;0.0;15.0;3.0;1.0;4.0;8.0;250.0;1302504;85141;3
2017;2;13025098092;CENTRO POP;Ribeiro Junior 300   Centro;MANACAPURU;AM;130250;33.0;0.0;0.0;2.0;28.0;0.0;0.0;0.0;2.0;1.0;0.0;28.0;5.0;1.0;3.0;5.0;660.0;1302504;85141;3
2017;3;13025098092;CENTRO POP;Ribeiro Junior 300   Centro;MANACAPURU;AM;130250;39.0;0.0;0.0;2.0;32.0;0.0;0.0;0.0;1.0;4.0;0.0;38.0;6.0;2.0;2.0;5.0;780.0;1302504;85141;3
2017;4;13025098092;CENTRO POP;Ribeiro Junior 300   Centro;MANACAPURU;AM;130250;24.0;0.0;0.0;9.0;12.0;0.0;0.0;0.0;2.0;1.0;0.0;22.0;1.0;2.0;0.0;2.0;480.0;1302504;85141;3
2017;5;13025098092;CENTRO POP;Ribeiro Junior 300   Centro;MANACAPURU;AM;130250;22.0;0.0;0.0;11.0;5.0;4.0;0.0;0.0;0.0;2.0;0.0;19.0;11.0;4.0;4.0;6.0;506.0;1302504;85141;3
2017;6;13025098092;CENTRO POP;Ribeiro Junior 300   Centro;MANACAPURU;AM;130250;37.0;0.0;0.0;13.0;17.0;3.0;0.0;0.0;1.0;3.0;0.0;33.0;9.0;4.0;4.0;6.0;777.0;1302504;85141;3
2017;7;13025098092;CENTRO POP;Ribeiro Junior 300   Centro;MANACAPURU;AM;130250;23.0;0.0;0.0;4.0;16.0;2.0;0.0;0.0;1.0;0.0;0.0;22.0;8.0;1.0;1.0;0.0;320.0;1302504;85141;3
2017;8;13025098092;CENTRO POP;Ribeiro Junior 300   Centro;MANACAPURU;AM;130250;25.0;0.0;0.0;10.0;8.0;6.0;0.0;0.0;1.0;0.0;0.0;16.0;7.0;4.0;8.0;5.0;441.0;1302504;85141;3
2017;9;13025098092;CENTRO POP;Ribeiro Junior 300   Centro;MANACAPURU;AM;130250;30.0;0.0;0.0;18.0;8.0;2.0;0.0;0.0;0.0;2.0;0.0;26.0;6.0;3.0;0.0;0.0;630.0;1302504;85141;3
2017;10;13025098092;CENTRO POP;Ribeiro Junior 300   Centro;MANACAPURU;AM;130250;28.0;0.0;0.0;16.0;8.0;2.0;0.0;0.0;0.0;2.0;0.0;24.0;6.0;3.0;0.0;0.0;600.0;1302504;85141;3
2017;11;13025098092;CENTRO POP;Ribeiro Junior 300   Centro;MANACAPURU;AM;130250;46.0;0.0;21.0;15.0;6.0;2.0;0.0;0.0;2.0;0.0;0.0;24.0;6.0;1.0;0.0;0.0;546.0;1302504;85141;3
2017;12;13025098092;CENTRO POP;Ribeiro Junior 300   Centro;MANACAPURU;AM;130250;17.0;0.0;0.0;7.0;7.0;2.0;0.0;0.0;1.0;0.0;0.0;16.0;6.0;1.0;3.0;4.0;357.0;1302504;85141;3
2017;1;13026095800;CREAS POP;DA LEGIÃO 482   PRESIDENTE VARGAS;MANAUS;AM;130260;165.0;0.0;0.0;97.0;47.0;5.0;0.0;0.0;12.0;4.0;0.0;102.0;44.0;0.0;14.0;4.0;4996.0;1302603;1802014;5
2017;2;13026095800;CENTRO POP;SILVA RAMOS 132   CENTRO;MANAUS;AM;130260;154.0;0.0;0.0;86.0;44.0;4.0;0.0;0.0;16.0;4.0;0.0;96.0;41.0;0.0;6.0;2.0;4462.0;1302603;1802014;5
2017;3;13026095800;CENTRO POP;SILVA RAMOS 132   CENTRO;MANAUS;AM;130260;179.0;0.0;0.0;102.0;46.0;6.0;0.0;0.0;18.0;7.0;0.0;112.0;43.0;0.0;6.0;3.0;4832.0;1302603;1802014;5
2017;4;13026095800;CENTRO POP;SILVA RAMOS 132   CENTRO;MANAUS;AM;130260;182.0;0.0;0.0;114.0;44.0;4.0;0.0;0.0;15.0;5.0;0.0;118.0;41.0;0.0;8.0;1.0;4960.0;1302603;1802014;5
2017;5;13026095800;CENTRO POP;SILVA RAMOS 132   CENTRO;MANAUS;AM;130260;202.0;0.0;0.0;123.0;57.0;4.0;0.0;0.0;13.0;5.0;0.0;128.0;49.0;0.0;10.0;2.0;6619.0;1302603;1802014;5
2017;6;13026095800;CENTRO POP;SILVA RAMOS 132   CENTRO;MANAUS;AM;130260;196.0;0.0;0.0;118.0;52.0;4.0;0.0;0.0;17.0;5.0;0.0;118.0;43.0;0.0;11.0;2.0;5242.0;1302603;1802014;5
2017;7;13026095800;CENTRO POP;SILVA RAMOS 132   CENTRO;MANAUS;AM;130260;184.0;0.0;0.0;105.0;54.0;3.0;0.0;0.0;16.0;6.0;0.0;113.0;45.0;0.0;4.0;3.0;5755.0;1302603;1802014;5
2017;8;13026095800;CENTRO POP;SILVA RAMOS 132   CENTRO;MANAUS;AM;130260;169.0;0.0;0.0;97.0;49.0;2.0;0.0;0.0;14.0;7.0;0.0;107.0;37.0;0.0;5.0;5.0;6727.0;1302603;1802014;5
2017;9;13026095800;CENTRO POP;SILVA RAMOS 132   CENTRO;MANAUS;AM;130260;133.0;0.0;0.0;70.0;48.0;3.0;0.0;0.0;10.0;2.0;0.0;81.0;30.0;0.0;5.0;0.0;3832.0;1302603;1802014;5
2017;10;13026095800;CENTRO POP;RUA FRAGATA 0000   PETROPOLIS;MANAUS;AM;130260;94.0;0.0;0.0;61.0;27.0;0.0;0.0;0.0;5.0;1.0;0.0;58.0;23.0;0.0;7.0;0.0;3812.0;1302603;1802014;5
2017;11;13026095800;CENTRO POP;RUA FRAGATA 0000   PETROPOLIS;MANAUS;AM;130260;101.0;0.0;0.0;65.0;27.0;3.0;0.0;0.0;6.0;0.0;0.0;58.0;23.0;0.0;2.0;0.0;3495.0;1302603;1802014;5
2017;12;13026095800;CENTRO POP;RUA FRAGATA 0000   PETROPOLIS;MANAUS;AM;130260;115.0;0.0;0.0;70.0;32.0;3.0;0.0;0.0;7.0;3.0;0.0;58.0;23.0;0.0;2.0;0.0;3365.0;1302603;1802014;5
2017;1;13205303522;CENTRO POP   CENTRO DE REFERENCIA ESPECIALIZADO;Dario Lourenço de Souza 366   Mario Cipreste;VITORIA;ES;320530;172.0;0.0;0.0;84.0;57.0;2.0;0.0;0.0;23.0;6.0;0.0;135.0;37.0;8.0;10.0;2.0;2812.0;3205309;327801;4
2017;2;13205303522;CENTRO POP   CENTRO DE REFERENCIA ESPECIALIZADO;Dario Lourenço de Souza 366   Mario Cipreste;VITORIA;ES;320530;171.0;0.0;0.0;83.0;53.0;0.0;0.0;0.0;25.0;10.0;0.0;128.0;23.0;11.0;3.0;2.0;1650.0;3205309;327801;4
2017;3;13205303522;CENTRO POP   CENTRO DE REFERENCIA ESPECIALIZADO;Dario Lourenço de Souza 366   Mario Cipreste;VITORIA;ES;320530;160.0;0.0;0.0;69.0;67.0;0.0;0.0;0.0;16.0;8.0;0.0;160.0;24.0;7.0;8.0;2.0;2531.0;3205309;327801;4
2017;4;13205303522;CENTRO POP   CENTRO DE REFERENCIA ESPECIALIZADO;Dario Lourenço de Souza 366   Mario Cipreste;VITORIA;ES;320530;158.0;0.0;0.0;72.0;58.0;3.0;0.0;0.0;13.0;12.0;0.0;135.0;36.0;11.0;2.0;0.0;2384.0;3205309;327801;4
2017;5;13205303522;CENTRO POP   CENTRO DE REFERENCIA ESPECIALIZADO;Dario Lourenço de Souza 366   Mario Cipreste;VITORIA;ES;320530;150.0;0.0;0.0;59.0;55.0;4.0;0.0;0.0;21.0;11.0;0.0;137.0;25.0;10.0;5.0;6.0;2608.0;3205309;327801;4
2017;6;13205303522;CENTRO POP   CENTRO DE REFERENCIA ESPECIALIZADO;Dario Lourenço de Souza 366   Mario Cipreste;VITORIA;ES;320530;174.0;0.0;0.0;78.0;57.0;5.0;0.0;0.0;22.0;12.0;0.0;145.0;10.0;14.0;3.0;4.0;2384.0;3205309;327801;4
2017;7;13205303522;CENTRO POP   CENTRO DE REFERENCIA ESPECIALIZADO;Dario Lourenço de Souza 366   Mario Cipreste;VITORIA;ES;320530;173.0;0.0;0.0;77.0;57.0;5.0;0.0;0.0;20.0;14.0;0.0;124.0;6.0;13.0;4.0;7.0;2386.0;3205309;327801;4
2017;8;13205303522;CENTRO POP   CENTRO DE REFERENCIA ESPECIALIZADO;Dario Lourenço de Souza 366   Mario Cipreste;VITORIA;ES;320530;151.0;0.0;0.0;69.0;48.0;5.0;0.0;0.0;18.0;11.0;0.0;151.0;27.0;14.0;10.0;8.0;2309.0;3205309;327801;4
2017;10;13205303522;CENTRO POP   CENTRO DE REFERENCIA ESPECIALIZADO;Dario Lourenço de Souza 366   Mario Cipreste;VITORIA;ES;320530;207.0;0.0;0.0;99.0;61.0;5.0;0.0;0.0;28.0;14.0;0.0;169.0;4.0;9.0;9.0;4.0;2548.0;3205309;327801;4
2017;11;13205303522;CENTRO POP   CENTRO DE REFERENCIA ESPECIALIZADO;Dario Lourenço de Souza 366   Mario Cipreste;VITORIA;ES;320530;162.0;0.0;0.0;75.0;52.0;4.0;0.0;0.0;20.0;11.0;0.0;146.0;2.0;5.0;5.0;0.0;2604.0;3205309;327801;4
2017;12;13205303522;CENTRO POP   CENTRO DE REFERENCIA ESPECIALIZADO;Dario Lourenço de Souza 366   Mario Cipreste;VITORIA;ES;320530;167.0;0.0;0.0;75.0;53.0;3.0;0.0;0.0;22.0;13.0;1.0;158.0;4.0;11.0;3.0;1.0;2440.0;3205309;327801;4
2017;1;13509503551;CENTRO POP SARES UNIDADE I;Regente Feijó 824   Centro;CAMPINAS;SP;350950;192.0;0.0;0.0;86.0;71.0;15.0;0.0;0.0;7.0;12.0;1.0;72.0;51.0;8.0;13.0;5.0;1570.0;3509502;1080113;5
2017;2;13509503551;CENTRO POP SARES UNIDADE I;Regente Feijó 824   Centro;CAMPINAS;SP;350950;147.0;0.0;0.0;71.0;50.0;11.0;0.0;0.0;8.0;7.0;0.0;66.0;46.0;9.0;0.0;2.0;1211.0;3509502;1080113;5
2017;3;13509503551;CENTRO POP SARES UNIDADE I;Regente Feijó 824   Centro;CAMPINAS;SP;350950;184.0;0.0;0.0;88.0;60.0;16.0;0.0;0.0;9.0;11.0;0.0;69.0;58.0;9.0;5.0;2.0;1382.0;3509502;1080113;5
2017;4;13509503551;CENTRO POP SARES UNIDADE I;Regente Feijó 824   Centro;CAMPINAS;SP;350950;161.0;0.0;0.0;75.0;58.0;8.0;0.0;0.0;10.0;10.0;0.0;20.0;49.0;8.0;7.0;0.0;859.0;3509502;1080113;5
2017;5;13509503551;CENTRO POP SARES UNIDADE I;Regente Feijó 824   Centro;CAMPINAS;SP;350950;190.0;0.0;0.0;95.0;66.0;10.0;0.0;0.0;11.0;8.0;0.0;109.0;63.0;9.0;12.0;0.0;1179.0;3509502;1080113;5
2017;6;13509503551;CENTRO POP SARES UNIDADE I;Regente Feijó 824   Centro;CAMPINAS;SP;350950;174.0;0.0;0.0;76.0;70.0;12.0;0.0;0.0;12.0;4.0;0.0;77.0;57.0;11.0;23.0;0.0;1058.0;3509502;1080113;5
2017;7;13509503551;CENTRO POP SARES UNIDADE I;Regente Feijó 824   Centro;CAMPINAS;SP;350950;189.0;0.0;0.0;86.0;71.0;14.0;0.0;0.0;16.0;2.0;0.0;72.0;63.0;9.0;21.0;0.0;1102.0;3509502;1080113;5
2017;8;13509503551;CENTRO POP SARES UNIDADE I;Regente Feijó 824   Centro;CAMPINAS;SP;350950;188.0;0.0;0.0;79.0;70.0;18.0;0.0;0.0;15.0;6.0;0.0;83.0;66.0;9.0;0.0;0.0;1061.0;3509502;1080113;5
2017;9;13509503551;CENTRO POP SARES UNIDADE I;Regente Feijó 824   Centro;CAMPINAS;SP;350950;188.0;0.0;0.0;69.0;74.0;17.0;0.0;0.0;21.0;6.0;1.0;68.0;50.0;7.0;0.0;0.0;992.0;3509502;1080113;5
2017;10;13509503551;CENTRO POP SARES UNIDADE I;Regente Feijó 824   Centro;CAMPINAS;SP;350950;211.0;0.0;0.0;86.0;81.0;14.0;0.0;0.0;16.0;13.0;1.0;76.0;57.0;9.0;0.0;0.0;1021.0;3509502;1080113;5
2017;11;13509503551;CENTRO POP SARES UNIDADE I;Regente Feijó 824   Centro;CAMPINAS;SP;350950;200.0;0.0;0.0;82.0;71.0;17.0;0.0;0.0;20.0;10.0;0.0;66.0;65.0;8.0;0.0;0.0;1024.0;3509502;1080113;5
2017;12;13509503551;CENTRO POP SARES UNIDADE I;Regente Feijó 824   Centro;CAMPINAS;SP;350950;171.0;0.0;0.0;82.0;61.0;12.0;0.0;0.0;11.0;5.0;0.0;72.0;67.0;12.0;0.0;0.0;964.0;3509502;1080113;5
2017;1;13547802262;CREAS CENTRO POP Casa Amarela;QUEIROZ DOS SANTOS 736   CENTRO;SANTO ANDRE;SP;354780;113.0;0.0;0.0;43.0;44.0;11.0;0.0;0.0;8.0;5.0;2.0;92.0;0.0;26.0;2.0;5.0;152.0;3547809;676407;4
2017;2;13547802262;CREAS CENTRO POP Casa Amarela;QUEIROZ DOS SANTOS 736   CENTRO;SANTO ANDRE;SP;354780;88.0;0.0;0.0;31.0;31.0;10.0;0.0;0.0;7.0;8.0;1.0;33.0;0.0;6.0;1.0;2.0;107.0;3547809;676407;4
2017;3;13547802262;CREAS CENTRO POP Casa Amarela;QUEIROZ DOS SANTOS 736   CENTRO;SANTO ANDRE;SP;354780;128.0;0.0;0.0;52.0;57.0;11.0;0.0;0.0;1.0;7.0;0.0;64.0;0.0;5.0;2.0;1.0;167.0;3547809;676407;4
2017;4;13547802262;CREAS CENTRO POP Casa Amarela;QUEIROZ DOS SANTOS 736   CENTRO;SANTO ANDRE;SP;354780;108.0;0.0;0.0;40.0;44.0;15.0;0.0;0.0;0.0;9.0;0.0;44.0;8.0;12.0;0.0;2.0;127.0;3547809;676407;4
2017;5;13547802262;CREAS CENTRO POP Casa Amarela;QUEIROZ DOS SANTOS 736   CENTRO;SANTO ANDRE;SP;354780;118.0;0.0;0.0;46.0;52.0;10.0;0.0;0.0;5.0;4.0;1.0;36.0;6.0;18.0;2.0;3.0;155.0;3547809;676407;4
2017;6;13547802262;CREAS CENTRO POP Casa Amarela;QUEIROZ DOS SANTOS 736   CENTRO;SANTO ANDRE;SP;354780;99.0;0.0;0.0;32.0;42.0;11.0;0.0;0.0;5.0;8.0;1.0;31.0;11.0;9.0;2.0;3.0;138.0;3547809;676407;4
2017;7;13547802262;CREAS CENTRO POP Casa Amarela;QUEIROZ DOS SANTOS 736   CENTRO;SANTO ANDRE;SP;354780;106.0;0.0;0.0;44.0;37.0;13.0;0.0;0.0;6.0;5.0;1.0;29.0;8.0;5.0;2.0;0.0;148.0;3547809;676407;4
2017;8;13547802262;CREAS CENTRO POP Casa Amarela;QUEIROZ DOS SANTOS 736   CENTRO;SANTO ANDRE;SP;354780;134.0;0.0;0.0;50.0;44.0;15.0;0.0;0.0;11.0;14.0;0.0;40.0;7.0;9.0;6.0;4.0;198.0;3547809;676407;4
2017;9;13547802262;CREAS CENTRO POP Casa Amarela;QUEIROZ DOS SANTOS 736   CENTRO;SANTO ANDRE;SP;354780;96.0;0.0;0.0;31.0;41.0;7.0;0.0;0.0;8.0;8.0;1.0;21.0;9.0;14.0;4.0;3.0;112.0;3547809;676407;4
2017;10;13547802262;CREAS CENTRO POP Casa Amarela;QUEIROZ DOS SANTOS 736   CENTRO;SANTO ANDRE;SP;354780;92.0;0.0;0.0;33.0;39.0;10.0;0.0;0.0;5.0;4.0;1.0;19.0;3.0;5.0;4.0;3.0;123.0;3547809;676407;4
2017;11;13547802262;CREAS CENTRO POP Casa Amarela;QUEIROZ DOS SANTOS 736   CENTRO;SANTO ANDRE;SP;354780;110.0;0.0;0.0;38.0;45.0;12.0;0.0;0.0;8.0;7.0;0.0;42.0;25.0;5.0;1.0;0.0;129.0;3547809;676407;4
2017;12;13547802262;CREAS CENTRO POP Casa Amarela;QUEIROZ DOS SANTOS 736   CENTRO;SANTO ANDRE;SP;354780;114.0;0.0;0.0;36.0;50.0;11.0;0.0;0.0;10.0;6.0;1.0;46.0;12.0;10.0;1.0;1.0;149.0;3547809;676407;4
2017;1;13548503089;CREAS   CENTRO POP;CONSELHEIRO SARAIVA 13   VILA NOVA;SANTOS;SP;354850;431.0;2.0;1.0;221.0;140.0;12.0;1.0;2.0;29.0;18.0;5.0;90.0;328.0;9.0;1.0;0.0;719.0;3548500;419400;4
2017;2;13548503089;CREAS   CENTRO POP;CONSELHEIRO SARAIVA 13   VILA NOVA;SANTOS;SP;354850;318.0;1.0;1.0;146.0;124.0;13.0;1.0;0.0;18.0;12.0;2.0;42.0;196.0;6.0;5.0;3.0;565.0;3548500;419400;4
2017;3;13548503089;CREAS   CENTRO POP;CONSELHEIRO SARAIVA 13   VILA NOVA;SANTOS;SP;354850;186.0;0.0;0.0;114.0;55.0;4.0;0.0;0.0;7.0;6.0;0.0;20.0;125.0;2.0;0.0;0.0;231.0;3548500;419400;4
2017;4;13548503089;CREAS   CENTRO POP;CONSELHEIRO SARAIVA 13   VILA NOVA;SANTOS;SP;354850;204.0;0.0;0.0;98.0;70.0;12.0;0.0;0.0;13.0;9.0;2.0;43.0;125.0;20.0;0.0;0.0;285.0;3548500;419400;4
2017;5;13548503089;CREAS   CENTRO POP;CONSELHEIRO SARAIVA 13   VILA NOVA;SANTOS;SP;354850;304.0;1.0;0.0;144.0;114.0;7.0;0.0;1.0;19.0;15.0;3.0;67.0;201.0;17.0;18.0;8.0;530.0;3548500;419400;4
2017;6;13548503089;CREAS   CENTRO POP;CONSELHEIRO SARAIVA 13   VILA NOVA;SANTOS;SP;354850;298.0;0.0;1.0;142.0;112.0;11.0;0.0;0.0;19.0;11.0;2.0;99.0;169.0;22.0;5.0;7.0;545.0;3548500;419400;4
2017;7;13548503089;CREAS   CENTRO POP;CONSELHEIRO SARAIVA 13   VILA NOVA;SANTOS;SP;354850;266.0;0.0;0.0;123.0;104.0;17.0;0.0;0.0;12.0;9.0;1.0;100.0;148.0;15.0;7.0;5.0;497.0;3548500;419400;4
2017;8;13548503089;CREAS   CENTRO POP;CONSELHEIRO SARAIVA 13   VILA NOVA;SANTOS;SP;354850;320.0;1.0;0.0;160.0;105.0;13.0;1.0;0.0;18.0;20.0;2.0;94.0;246.0;24.0;15.0;10.0;571.0;3548500;419400;4
2017;9;13548503089;CREAS   CENTRO POP;CONSELHEIRO SARAIVA 13   VILA NOVA;SANTOS;SP;354850;312.0;1.0;0.0;161.0;98.0;17.0;0.0;1.0;19.0;15.0;0.0;57.0;302.0;3.0;5.0;0.0;523.0;3548500;419400;4
2017;10;13548503089;CREAS   CENTRO POP;CONSELHEIRO SARAIVA 13   VILA NOVA;SANTOS;SP;354850;317.0;1.0;0.0;189.0;87.0;9.0;0.0;0.0;23.0;6.0;2.0;78.0;213.0;20.0;19.0;11.0;547.0;3548500;419400;4
2017;11;13548503089;CENTRO POP;CONSELHEIRO SARAIVA 13   VILA NOVA;SANTOS;SP;354850;302.0;0.0;0.0;153.0;106.0;6.0;0.0;0.0;18.0;16.0;3.0;100.0;183.0;16.0;14.0;10.0;544.0;3548500;419400;4
2017;12;13548503089;CENTRO POP;CONSELHEIRO SARAIVA 13   VILA NOVA;SANTOS;SP;354850;293.0;0.0;0.0;142.0;104.0;7.0;0.0;0.0;21.0;18.0;1.0;37.0;196.0;12.0;8.0;2.0;468.0;3548500;419400;4
